W,Size a,Size b,Type,instances,algorithm,alg mode,initial solution,Obj F,opt time [ms],initial sol [ms],iteration [ms],multipliers [ms],red costs [ms],base changes [ms],step 1 [ms],step 2 [ms],base changes,iterations,init sol improvement [%]
28,64,64,CauchyDensity,10041007,ts,4111,NWC,30103261989,3601,43,3521,246,894,2375,1687,685,662546,3804,7.268
28,64,64,CauchyDensity,10041008,ts,4111,NWC,70492312460,2293,42,2212,170,628,1409,960,448,397459,2708,2.9475
28,64,64,CauchyDensity,10041009,ts,4111,NWC,82075851253,2631,42,2550,196,697,1652,1174,476,409048,3081,2.5049
28,64,64,CauchyDensity,10041010,ts,4111,NWC,33222875862,2854,43,2769,201,725,1838,1285,551,472282,3114,6.3629
28,64,64,CauchyDensity,10051006,ts,4111,NWC,46470625090,3293,42,3213,226,815,2166,1513,651,571337,3511,3.4817
28,64,64,CauchyDensity,10051007,ts,4111,NWC,37437454913,2239,42,2159,161,597,1396,907,488,395446,2555,4.8341
28,64,64,CauchyDensity,10051008,ts,4111,NWC,20066313380,2933,42,2852,184,708,1955,1331,622,585234,2829,10.4344
28,64,64,CauchyDensity,10051009,ts,4111,NWC,65605277869,3399,42,3318,282,920,2110,1402,706,624072,3875,3.4204
28,64,64,CauchyDensity,10051010,ts,4111,NWC,65218213342,3029,42,2950,243,863,1837,1201,633,522060,3871,2.6946
28,64,64,CauchyDensity,10061007,ts,4111,NWC,65139016001,2240,42,2160,161,612,1383,911,470,424744,2554,2.5728
28,64,64,CauchyDensity,10061008,ts,4111,NWC,41212944250,1472,42,1392,86,357,946,631,314,292910,1332,4.679
28,64,64,CauchyDensity,10061009,ts,4111,NWC,137677854051,1588,43,1506,109,448,946,630,316,317834,1774,1.3945
28,64,64,CauchyDensity,10071008,ts,4111,NWC,70495478851,2586,42,2506,173,652,1677,1170,505,430898,2675,2.9643
28,64,64,CauchyDensity,10091007,ts,4111,NWC,33262583478,2183,41,2103,156,577,1365,887,477,396033,2458,6.7695
28,64,64,CauchyDensity,10091008,ts,4111,NWC,78892276321,1557,42,1476,95,406,973,636,337,344266,1471,2.2935
28,64,64,CauchyDensity,10101006,ts,4111,NWC,87541684044,1592,42,1512,92,401,1016,651,364,397625,1404,1.8961
28,64,64,CauchyDensity,10101007,ts,4111,NWC,5561007617,1978,42,1898,121,502,1272,800,471,428729,1940,35.591
28,64,64,CauchyDensity,10101008,ts,4111,NWC,93076186740,1525,42,1445,99,395,948,646,301,299455,1495,2.3057
28,64,64,CauchyDensity,10101009,ts,4111,NWC,26640695577,1544,42,1464,95,386,980,635,345,313503,1472,8.3244
28,64,64,ClassicImages,10011002,ts,4111,NWC,9953483267,2705,44,2620,227,811,1575,1040,533,412610,3358,30.3823
28,64,64,ClassicImages,10011004,ts,4111,NWC,6446736234,2100,43,2017,138,520,1356,901,455,394985,1978,44.6335
28,64,64,ClassicImages,10011005,ts,4111,NWC,8302069493,2203,42,2123,186,652,1280,848,431,337104,2751,33.3525
28,64,64,ClassicImages,10011006,ts,4111,NWC,18286640020,2898,43,2817,247,866,1697,1143,552,433894,3717,14.3418
28,64,64,ClassicImages,10011007,ts,4111,NWC,13547702160,3037,43,2956,252,884,1814,1230,581,483332,3701,22.5952
28,64,64,ClassicImages,10011008,ts,4111,NWC,9430749326,2795,43,2712,232,815,1657,1133,522,422996,3457,27.5892
28,64,64,ClassicImages,10011009,ts,4111,NWC,26816496931,3001,43,2919,276,950,1685,1138,545,405908,3991,11.1396
28,64,64,ClassicImages,10011010,ts,4111,NWC,20971373979,3896,44,3812,336,1165,2301,1620,678,543756,5002,12.1898
28,64,64,ClassicImages,10021004,ts,4111,NWC,2279622099,2540,43,2457,179,660,1613,1048,563,452676,2641,122.2002
28,64,64,ClassicImages,10021005,ts,4111,NWC,2160463172,1484,44,1401,96,399,904,568,335,300687,1439,121.427
28,64,64,ClassicImages,10021006,ts,4111,NWC,2686823485,2112,37,2041,131,511,1396,904,491,466016,2067,108.5155
28,64,64,ClassicImages,10021007,ts,4111,NWC,2407959135,1751,38,1680,127,474,1075,691,383,340070,2008,106.2159
28,64,64,ClassicImages,10021008,ts,4111,NWC,3264445361,1879,37,1808,124,471,1209,784,424,382811,1919,83.8871
28,64,64,ClassicImages,10021009,ts,4111,NWC,13059583616,1788,37,1717,117,459,1138,736,400,389956,1832,23.1202
28,64,64,ClassicImages,10021010,ts,4111,NWC,6291167666,2763,42,2683,208,762,1708,1155,551,439844,3058,50.083
28,64,64,ClassicImages,10031001,ts,4111,NWC,11894246639,2075,38,2004,169,584,1247,864,381,334359,2657,21.0634
28,64,64,ClassicImages,10031002,ts,4111,NWC,5656430460,1910,37,1838,127,481,1227,819,407,383195,1928,46.121
28,64,64,ClassicImages,10031004,ts,4111,NWC,4241030265,1403,37,1332,92,362,876,567,308,300867,1434,56.4603
28,64,64,ClassicImages,10031005,ts,4111,NWC,4914443054,1736,37,1664,119,456,1085,710,375,358967,1844,46.3381
28,64,64,ClassicImages,10031006,ts,4111,NWC,7465547845,1797,37,1726,127,453,1143,782,359,322751,1942,27.0688
28,64,64,ClassicImages,10031007,ts,4111,NWC,8215840617,2294,47,2206,171,618,1412,934,477,388640,2313,32.2508
28,64,64,ClassicImages,10031008,ts,4111,NWC,5599011975,1400,47,1311,88,355,866,552,313,274183,1228,38.1453
28,64,64,ClassicImages,10031009,ts,4111,NWC,19791546582,1732,37,1661,130,457,1070,720,349,329663,2019,11.8945
28,64,64,ClassicImages,10031010,ts,4111,NWC,13151915480,2436,37,2365,188,662,1510,1048,460,399871,2931,19.8146
28,64,64,ClassicImages,10041005,ts,4111,NWC,2998646733,1756,38,1685,131,472,1079,699,379,319104,2057,73.551
28,64,64,ClassicImages,10041006,ts,4111,NWC,5441375542,2359,37,2284,152,591,1537,987,548,515983,2351,59.7652
28,64,64,ClassicImages,10041007,ts,4111,NWC,5702778540,2829,38,2757,208,746,1798,1179,617,542885,3139,50.3631
28,64,64,ClassicImages,10041008,ts,4111,NWC,2680410324,1900,37,1829,121,483,1221,786,434,416619,1887,120.6689
28,64,64,ClassicImages,10041009,ts,4111,NWC,17769434943,2040,37,1969,161,553,1250,837,412,362054,2500,14.0082
28,64,64,ClassicImages,10041010,ts,4111,NWC,9969669003,2973,37,2902,229,813,1854,1268,583,517435,3592,29.3451
28,64,64,ClassicImages,10051006,ts,4111,NWC,4415729455,1714,37,1643,106,422,1111,715,395,369169,1672,60.6232
28,64,64,ClassicImages,10051007,ts,4111,NWC,2659114721,1797,37,1727,116,462,1145,736,408,392404,1801,116.1741
28,64,64,ClassicImages,10051008,ts,4111,NWC,4757657035,1688,37,1618,114,433,1067,683,383,360731,1783,48.8432
28,64,64,ClassicImages,10051009,ts,4111,NWC,11202578774,1552,38,1481,95,368,1014,661,352,332553,1442,22.0893
28,64,64,ClassicImages,10051010,ts,4111,NWC,9987637388,2197,37,2126,170,614,1336,899,435,387347,2697,26.8365
28,64,64,ClassicImages,10061007,ts,4111,NWC,3752998244,1877,44,1793,118,474,1198,763,434,396834,1682,83.5184
28,64,64,ClassicImages,10061008,ts,4111,NWC,5386752230,1889,47,1800,130,493,1173,745,427,347402,1856,43.7158
28,64,64,ClassicImages,10061009,ts,4111,NWC,12805351579,1765,38,1693,121,461,1107,729,377,323124,1766,20.6973
28,64,64,ClassicImages,10071008,ts,4111,NWC,5336141428,2448,44,2364,176,632,1551,1000,550,446775,2427,54.894
28,64,64,ClassicImages,10091007,ts,4111,NWC,10704435987,1845,44,1761,123,473,1161,756,404,341158,1713,24.9526
28,64,64,ClassicImages,10091008,ts,4111,NWC,22622648081,2136,46,2051,150,551,1345,885,459,398608,2117,11.6766
28,64,64,ClassicImages,10101006,ts,4111,NWC,7250340401,2225,37,2154,163,585,1401,945,455,384699,2539,39.2071
28,64,64,ClassicImages,10101007,ts,4111,NWC,7776826313,2303,37,2232,171,627,1428,961,465,423310,2676,34.8952
28,64,64,ClassicImages,10101008,ts,4111,NWC,7627977153,2770,38,2698,227,797,1668,1130,535,445390,3592,36.2096
28,64,64,ClassicImages,10101009,ts,4111,NWC,27485497854,2472,38,2401,202,706,1487,1033,452,385463,3211,9.8937
28,64,64,GRFmoderate,10011002,ts,4111,NWC,8132167619,2308,42,2227,162,604,1457,965,490,433232,2456,28.7618
28,64,64,GRFmoderate,10011004,ts,4111,NWC,6681767624,2190,41,2111,179,638,1288,860,427,342156,2768,39.6483
28,64,64,GRFmoderate,10011005,ts,4111,NWC,9079611068,2138,41,2059,139,529,1387,898,488,447533,2117,28.941
28,64,64,GRFmoderate,10011006,ts,4111,NWC,16029822397,1848,42,1768,131,476,1157,748,407,355220,1999,11.3697
28,64,64,GRFmoderate,10011007,ts,4111,NWC,8249865108,2922,42,2842,201,725,1910,1307,601,513076,3034,32.5113
28,64,64,GRFmoderate,10011008,ts,4111,NWC,14850939526,2349,41,2271,165,612,1488,1000,486,451296,2501,18.0666
28,64,64,GRFmoderate,10011009,ts,4111,NWC,8227234109,2538,42,2424,173,629,1618,1069,547,465931,2614,32.6632
28,64,64,GRFmoderate,10011010,ts,4111,NWC,11569587745,2105,42,2025,149,553,1319,871,447,376975,2297,22.4396
28,64,64,GRFmoderate,10021004,ts,4111,NWC,17980085403,1843,42,1763,128,472,1159,763,395,350317,1935,14.8451
28,64,64,GRFmoderate,10021005,ts,4111,NWC,14671507357,2846,41,2767,210,761,1789,1189,598,523346,3194,18.6864
28,64,64,GRFmoderate,10021006,ts,4111,NWC,18782525652,2547,41,2467,211,704,1547,1018,527,436401,3015,13.6948
28,64,64,GRFmoderate,10021007,ts,4111,NWC,15045364921,3234,42,3154,249,865,2033,1373,658,564065,3764,17.6318
28,64,64,GRFmoderate,10021008,ts,4111,NWC,11376680217,3687,42,3607,277,992,2331,1535,794,736354,4230,26.5689
28,64,64,GRFmoderate,10021009,ts,4111,NWC,17500939330,3138,42,3058,293,822,1937,1288,647,567552,3521,16.1865
28,64,64,GRFmoderate,10021010,ts,4111,NWC,26098845944,2838,42,2758,230,794,1727,1169,556,460117,3530,10.2757
28,64,64,GRFmoderate,10031001,ts,4111,NWC,6355757748,1648,41,1570,104,433,1030,641,388,364025,1569,45.5396
28,64,64,GRFmoderate,10031002,ts,4111,NWC,7317183825,2591,41,2512,208,743,1555,1020,533,462552,3112,35.7387
28,64,64,GRFmoderate,10031004,ts,4111,NWC,14529840714,2231,42,2152,182,631,1333,892,439,345953,2781,18.49
28,64,64,GRFmoderate,10031005,ts,4111,NWC,6174743488,2199,41,2121,154,585,1377,910,466,423953,2344,46.5114
28,64,64,GRFmoderate,10031006,ts,4111,NWC,9155069317,2147,42,2068,153,581,1329,869,459,411113,2316,30.3625
28,64,64,GRFmoderate,10031007,ts,4111,NWC,7058912140,3158,42,3079,241,844,1988,1327,659,570409,3645,33.4236
28,64,64,GRFmoderate,10031008,ts,4111,NWC,6546746864,2523,42,2443,193,696,1549,1047,500,433803,2939,42.8016
28,64,64,GRFmoderate,10031009,ts,4111,NWC,9308631963,2712,42,2631,204,728,1694,1114,578,514872,3034,32.6664
28,64,64,GRFmoderate,10031010,ts,4111,NWC,15095133053,2050,42,1971,156,564,1247,824,422,358167,2365,20.1582
28,64,64,GRFmoderate,10041005,ts,4111,NWC,16305725086,1890,42,1810,139,510,1156,751,404,337383,2143,15.0952
28,64,64,GRFmoderate,10041006,ts,4111,NWC,21282613557,1651,41,1572,109,430,1029,670,359,333213,1647,13.4512
28,64,64,GRFmoderate,10041007,ts,4111,NWC,9320590548,1865,45,1782,122,467,1188,767,421,377203,1816,29.0991
28,64,64,GRFmoderate,10041008,ts,4111,NWC,24200847982,2190,41,2078,162,574,1337,899,437,392859,2454,10.6909
28,64,64,GRFmoderate,10041009,ts,4111,NWC,6448189615,2051,41,1972,133,515,1321,843,477,433951,2013,40.3599
28,64,64,GRFmoderate,10041010,ts,4111,NWC,4804053417,2406,42,2326,165,635,1522,969,551,465800,2508,65.5968
28,64,64,GRFmoderate,10051006,ts,4111,NWC,2969639407,1544,42,1464,96,389,977,618,358,339777,1451,87.0271
28,64,64,GRFmoderate,10051007,ts,4111,NWC,4197703782,2145,46,2061,147,565,1345,868,476,428372,2227,59.2046
28,64,64,GRFmoderate,10051008,ts,4111,NWC,5995058038,1829,42,1749,123,474,1149,746,402,368119,1881,39.8321
28,64,64,GRFmoderate,10051009,ts,4111,NWC,6215925365,2036,41,1957,143,535,1275,809,465,415146,2173,39.3235
28,64,64,GRFmoderate,10051010,ts,4111,NWC,14897825377,1584,42,1504,108,421,973,635,337,304529,1664,19.6508
28,64,64,GRFmoderate,10061007,ts,4111,NWC,7462538721,2269,42,2189,166,570,1449,937,510,456384,2242,37.1538
28,64,64,GRFmoderate,10061008,ts,4111,NWC,6862114921,2018,41,1939,139,551,1245,794,450,418400,2066,42.7513
28,64,64,GRFmoderate,10061009,ts,4111,NWC,8456122476,1847,42,1767,118,466,1180,760,419,379097,1765,34.6034
28,64,64,GRFmoderate,10071008,ts,4111,NWC,7033534482,1979,42,1899,150,544,1200,798,401,331041,2343,38.8436
28,64,64,GRFmoderate,10091007,ts,4111,NWC,3084205255,1627,41,1548,106,426,1013,632,380,340177,1595,86.1373
28,64,64,GRFmoderate,10091008,ts,4111,NWC,10976833841,1779,41,1700,120,453,1124,741,382,326197,1821,24.3063
28,64,64,GRFmoderate,10101006,ts,4111,NWC,17926038764,1510,42,1397,95,379,920,596,323,307605,1445,16.2324
28,64,64,GRFmoderate,10101007,ts,4111,NWC,10277970509,2331,42,2251,187,666,1393,922,470,388816,2859,26.8042
28,64,64,GRFmoderate,10101008,ts,4111,NWC,24705809725,2279,42,2198,177,629,1388,942,445,375007,2703,11.5357
28,64,64,GRFmoderate,10101009,ts,4111,NWC,5616579748,2561,42,2480,185,692,1598,1040,557,476642,2845,55.2911
28,64,64,GRFrough,10011002,ts,4111,NWC,833990071,1786,37,1715,103,430,1179,738,441,430779,1543,383.7651
28,64,64,GRFrough,10011004,ts,4111,NWC,1691484296,1824,37,1752,116,451,1182,766,416,393000,1767,168.3766
28,64,64,GRFrough,10011005,ts,4111,NWC,715303700,1445,37,1374,81,340,951,590,361,350516,1238,349.031
28,64,64,GRFrough,10011006,ts,4111,NWC,900745961,1727,38,1655,112,436,1104,698,404,360359,1724,284.4382
28,64,64,GRFrough,10011007,ts,4111,NWC,1413319109,1626,37,1555,91,374,1087,688,398,368309,1388,178.2605
28,64,64,GRFrough,10011008,ts,4111,NWC,843679703,1253,37,1182,83,323,774,483,291,255549,1286,262.6058
28,64,64,GRFrough,10011009,ts,4111,NWC,802908520,1466,38,1394,97,374,921,596,324,299048,1522,268.3047
28,64,64,GRFrough,10011010,ts,4111,NWC,1084004306,1969,37,1899,161,674,1062,612,449,326137,1164,232.4699
28,64,64,GRFrough,10021004,ts,4111,NWC,1454565095,1566,38,1495,90,366,1035,652,382,354690,1362,169.7338
28,64,64,GRFrough,10021005,ts,4111,NWC,1224476959,1427,37,1356,74,329,950,584,365,365338,1167,226.8656
28,64,64,GRFrough,10021006,ts,4111,NWC,1337246218,1367,45,1284,69,308,906,559,346,325875,993,193.057
28,64,64,GRFrough,10021007,ts,4111,NWC,968366236,1845,45,1761,109,452,1198,744,453,379767,1543,296.0202
28,64,64,GRFrough,10021008,ts,4111,NWC,1460352722,1778,46,1693,127,485,1078,687,389,325931,1847,170.3765
28,64,64,GRFrough,10021009,ts,4111,NWC,1188609089,1622,44,1536,93,393,1048,655,392,344944,1291,233.4536
28,64,64,GRFrough,10021010,ts,4111,NWC,1660440873,2260,39,2152,194,822,1134,684,449,357239,1364,188.0181
28,64,64,GRFrough,10031001,ts,4111,NWC,1489027910,1557,37,1485,113,376,993,633,359,333196,1384,196.0077
28,64,64,GRFrough,10031002,ts,4111,NWC,1100651743,1716,37,1644,112,420,1109,693,415,376848,1648,248.7359
28,64,64,GRFrough,10031004,ts,4111,NWC,1165848740,1555,38,1483,89,364,1027,649,378,363152,1341,241.413
28,64,64,GRFrough,10031005,ts,4111,NWC,1838111102,1462,38,1391,83,354,951,590,360,340535,1273,168.929
28,64,64,GRFrough,10031006,ts,4111,NWC,1810540789,1660,38,1588,120,422,1042,654,388,361902,1617,176.4568
28,64,64,GRFrough,10031007,ts,4111,NWC,839650835,1830,38,1758,107,450,1199,745,453,433606,1645,426.082
28,64,64,GRFrough,10031008,ts,4111,NWC,1754379047,1680,37,1608,111,423,1071,685,385,345592,1684,149.8516
28,64,64,GRFrough,10031009,ts,4111,NWC,2000943470,1432,38,1361,85,357,917,561,355,343575,1313,138.7958
28,64,64,GRFrough,10031010,ts,4111,NWC,1779530240,2175,37,2104,195,812,1094,678,415,343353,1464,156.8577
28,64,64,GRFrough,10041005,ts,4111,NWC,1441439828,1784,44,1700,119,466,1111,713,397,331467,1770,150.7806
28,64,64,GRFrough,10041006,ts,4111,NWC,1677512729,1876,45,1791,111,452,1226,778,446,395277,1570,152.641
28,64,64,GRFrough,10041007,ts,4111,NWC,1005214285,2181,43,2097,141,563,1389,889,499,415164,2048,283.0493
28,64,64,GRFrough,10041008,ts,4111,NWC,1706242913,2005,41,1925,136,511,1275,831,443,366637,1918,135.9514
28,64,64,GRFrough,10041009,ts,4111,NWC,1609295810,2243,42,2161,145,569,1443,944,498,421011,2098,168.4501
28,64,64,GRFrough,10041010,ts,4111,NWC,1711738484,3053,40,2976,279,1137,1556,953,603,417863,1950,155.9396
28,64,64,GRFrough,10051006,ts,4111,NWC,594608343,1471,44,1388,88,357,942,591,351,299221,1302,314.7476
28,64,64,GRFrough,10051007,ts,4111,NWC,1745648261,1838,40,1762,121,476,1162,733,428,389001,1936,154.6661
28,64,64,GRFrough,10051008,ts,4111,NWC,1018628823,1466,37,1395,90,360,942,591,350,344686,1416,241.6236
28,64,64,GRFrough,10051009,ts,4111,NWC,437944436,1500,43,1418,85,362,970,604,365,335326,1206,576.339
28,64,64,GRFrough,10051010,ts,4111,NWC,784454276,2311,39,2235,189,788,1256,743,512,371931,1282,310.3158
28,64,64,GRFrough,10061007,ts,4111,NWC,2120931526,2021,38,1949,139,536,1271,804,465,397738,2189,119.6645
28,64,64,GRFrough,10061008,ts,4111,NWC,1202759936,1545,37,1474,103,390,977,627,349,307038,1603,164.8088
28,64,64,GRFrough,10061009,ts,4111,NWC,626632865,1417,38,1345,84,340,920,576,343,305309,1296,388.4335
28,64,64,GRFrough,10071008,ts,4111,NWC,1476985294,1699,38,1628,101,418,1105,703,401,369651,1552,203.996
28,64,64,GRFrough,10091007,ts,4111,NWC,1901074359,1927,37,1855,125,488,1239,784,454,407378,1912,159.6274
28,64,64,GRFrough,10091008,ts,4111,NWC,1174556991,1418,37,1346,97,382,865,554,309,275456,1527,210.3409
28,64,64,GRFrough,10101006,ts,4111,NWC,700510387,2147,37,2076,180,760,1133,670,462,362836,1324,378.8867
28,64,64,GRFrough,10101007,ts,4111,NWC,1905287265,2504,37,2433,243,956,1231,747,483,347822,1798,104.8614
28,64,64,GRFrough,10101008,ts,4111,NWC,1028719229,2233,42,2158,197,824,1134,689,444,340396,1455,258.8212
28,64,64,GRFrough,10101009,ts,4111,NWC,844550106,2261,37,2189,195,821,1171,702,469,380470,1447,324.5722
28,64,64,GRFsmooth,10011002,ts,4111,NWC,89541335245,2218,42,2139,156,598,1380,958,421,400508,2433,2.9815
28,64,64,GRFsmooth,10011004,ts,4111,NWC,66107747364,2331,41,2252,173,647,1426,981,443,407751,2701,3.3839
28,64,64,GRFsmooth,10011005,ts,4111,NWC,56029226935,3118,40,3042,253,894,1887,1315,569,497139,3995,3.992
28,64,64,GRFsmooth,10011006,ts,4111,NWC,11108627936,2085,42,2005,135,535,1331,873,457,421968,2079,27.0667
28,64,64,GRFsmooth,10011007,ts,4111,NWC,28085122474,2411,42,2332,198,644,1485,1031,452,416621,2747,8.9471
28,64,64,GRFsmooth,10011008,ts,4111,NWC,27202083144,3553,42,3474,276,959,2231,1515,713,611918,4277,8.7231
28,64,64,GRFsmooth,10011009,ts,4111,NWC,17036313052,3560,41,3480,249,877,2347,1614,730,646086,3797,13.6956
28,64,64,GRFsmooth,10011010,ts,4111,NWC,50058475172,1644,42,1564,112,434,1015,707,306,295492,1749,4.9397
28,64,64,GRFsmooth,10021004,ts,4111,NWC,20846051365,3887,42,3808,325,1155,2319,1591,725,648637,5047,13.2385
28,64,64,GRFsmooth,10021005,ts,4111,NWC,36925804290,4924,42,4844,392,1349,3093,2217,873,818518,6074,6.9651
28,64,64,GRFsmooth,10021006,ts,4111,NWC,62710785561,2539,41,2461,183,688,1584,1095,488,475553,2889,4.5117
28,64,64,GRFsmooth,10021007,ts,4111,NWC,104204654551,3206,42,3126,269,974,1875,1310,563,523257,4321,2.3614
28,64,64,GRFsmooth,10021008,ts,4111,NWC,54576376699,3525,42,3446,276,972,2191,1485,703,603047,4279,4.7262
28,64,64,GRFsmooth,10021009,ts,4111,NWC,55096322475,2972,41,2894,235,833,1819,1212,605,514437,3702,4.8458
28,64,64,GRFsmooth,10021010,ts,4111,NWC,41089047403,2455,41,2377,207,741,1424,952,470,402918,3295,6.4982
28,64,64,GRFsmooth,10031001,ts,4111,NWC,16642031179,3043,41,2963,236,832,1889,1326,561,470289,3650,13.6344
28,64,64,GRFsmooth,10031002,ts,4111,NWC,62293290776,2931,41,2851,250,888,1706,1164,540,446004,3944,4.0644
28,64,64,GRFsmooth,10031004,ts,4111,NWC,50947666579,4488,41,4409,402,1384,2611,1811,797,676489,6284,4.5825
28,64,64,GRFsmooth,10031005,ts,4111,NWC,50520820870,5235,41,5156,441,1590,3113,2157,952,778228,6692,5.0204
28,64,64,GRFsmooth,10031006,ts,4111,NWC,13132763041,2756,42,2676,215,752,1704,1156,545,450823,3330,22.4193
28,64,64,GRFsmooth,10031007,ts,4111,NWC,31708130999,4809,42,4729,408,1361,2949,2102,843,673874,6352,7.2791
28,64,64,GRFsmooth,10031008,ts,4111,NWC,11123650773,2464,42,2385,206,714,1459,961,496,404125,3224,23.7177
28,64,64,GRFsmooth,10031009,ts,4111,NWC,6741270309,2102,42,2022,131,510,1378,902,475,435436,2010,39.3671
28,64,64,GRFsmooth,10031010,ts,4111,NWC,34230177901,3405,41,3325,304,1043,1970,1371,596,483823,4773,8.3322
28,64,64,GRFsmooth,10041005,ts,4111,NWC,27939477841,2434,42,2355,190,685,1475,1004,469,409672,2980,7.4069
28,64,64,GRFsmooth,10041006,ts,4111,NWC,55167501402,2860,41,2781,235,839,1701,1177,521,456878,3705,4.8044
28,64,64,GRFsmooth,10041007,ts,4111,NWC,81851289900,2556,42,2472,212,766,1488,1021,465,409111,3359,2.9952
28,64,64,GRFsmooth,10041008,ts,4111,NWC,62328000320,4386,42,4306,358,1243,2696,1867,825,762197,5573,3.6728
28,64,64,GRFsmooth,10041009,ts,4111,NWC,51299902762,4105,42,4025,330,1161,2525,1743,779,729085,5126,4.6469
28,64,64,GRFsmooth,10041010,ts,4111,NWC,46219612118,3191,41,3111,272,959,1873,1281,589,510325,4338,5.6667
28,64,64,GRFsmooth,10051006,ts,4111,NWC,36780410941,3704,42,3624,301,1063,2253,1588,662,592470,4722,6.6817
28,64,64,GRFsmooth,10051007,ts,4111,NWC,38888729167,2988,41,2909,261,898,1743,1226,515,426777,4060,6.0425
28,64,64,GRFsmooth,10051008,ts,4111,NWC,46398140509,5362,41,5282,391,1392,3489,2539,946,916267,6082,5.0962
28,64,64,GRFsmooth,10051009,ts,4111,NWC,57294776937,4852,41,4773,379,1345,3039,2152,884,829970,5828,4.2428
28,64,64,GRFsmooth,10051010,ts,4111,NWC,17291631723,3964,42,3885,305,1085,2486,1686,798,706652,4649,15.7323
28,64,64,GRFsmooth,10061007,ts,4111,NWC,17568973166,2927,42,2847,225,800,1816,1235,578,510440,3475,15.4683
28,64,64,GRFsmooth,10061008,ts,4111,NWC,12781102570,3475,41,3396,249,900,2240,1503,734,644640,3819,21.8498
28,64,64,GRFsmooth,10061009,ts,4111,NWC,13739422518,3359,42,3279,238,853,2182,1473,707,603378,3638,17.7574
28,64,64,GRFsmooth,10071008,ts,4111,NWC,31541733026,4876,40,4799,388,1356,3045,2106,935,855158,5925,8.9873
28,64,64,GRFsmooth,10091007,ts,4111,NWC,44917860564,4527,41,4448,375,1298,2765,1971,791,674882,5853,5.6957
28,64,64,GRFsmooth,10091008,ts,4111,NWC,13191435262,2839,42,2759,199,739,1815,1193,621,585059,3112,20.2252
28,64,64,GRFsmooth,10101006,ts,4111,NWC,22568096146,1876,42,1796,136,507,1149,797,350,323302,2141,12.1933
28,64,64,GRFsmooth,10101007,ts,4111,NWC,26788949874,3810,42,3730,309,1079,2334,1629,703,562593,4565,10.0325
28,64,64,GRFsmooth,10101008,ts,4111,NWC,20298193434,4012,49,3916,330,1143,2435,1685,746,597775,5142,11.5353
28,64,64,GRFsmooth,10101009,ts,4111,NWC,39211381116,3474,41,3362,278,966,2110,1464,643,533748,4135,7.3172
28,64,64,LogGRF,10011002,ts,4111,NWC,60444562865,5366,42,5287,405,1535,3335,2334,997,1076948,6089,4.1688
28,64,64,LogGRF,10011004,ts,4111,NWC,127480949762,3913,42,3833,289,1111,2424,1794,628,650052,4478,2.0412
28,64,64,LogGRF,10011005,ts,4111,NWC,84240436809,3080,42,3001,274,963,1755,1215,538,514982,4092,3.1737
28,64,64,LogGRF,10011006,ts,4111,NWC,77803869953,3189,44,3106,257,961,1880,1308,569,582188,3872,3.2583
28,64,64,LogGRF,10011007,ts,4111,NWC,30808931834,4370,42,4290,385,1325,2570,1834,733,682446,5696,8.2663
28,64,64,LogGRF,10011008,ts,4111,NWC,36137376385,4179,42,4099,353,1212,2524,1751,769,732087,5123,7.4266
28,64,64,LogGRF,10011009,ts,4111,NWC,83911542122,6393,42,6313,519,1971,3809,2732,1072,1174596,7905,3.6256
28,64,64,LogGRF,10011010,ts,4111,NWC,73163343695,4634,42,4554,390,1403,2751,1946,801,784434,5954,3.5167
28,64,64,LogGRF,10021004,ts,4111,NWC,220320450715,2518,41,2439,168,696,1569,1173,395,457036,2625,1.0203
28,64,64,LogGRF,10021005,ts,4111,NWC,157515987678,4147,42,4067,364,1359,2334,1646,685,670150,5637,1.5883
28,64,64,LogGRF,10021006,ts,4111,NWC,119601021310,2876,42,2797,247,910,1633,1170,460,445546,3866,1.8389
28,64,64,LogGRF,10021007,ts,4111,NWC,55684226651,3876,42,3797,329,1184,2275,1615,657,659818,4901,3.9811
28,64,64,LogGRF,10021008,ts,4111,NWC,125450990842,4478,42,4398,385,1380,2623,1876,743,694529,5855,1.8205
28,64,64,LogGRF,10021009,ts,4111,NWC,58736659995,3323,41,3244,318,1018,1899,1345,552,490470,4561,4.0096
28,64,64,LogGRF,10021010,ts,4111,NWC,107492101526,4644,42,4563,412,1517,2622,1856,762,735144,6344,2.07
28,64,64,LogGRF,10031001,ts,4111,NWC,79111387984,3255,41,3176,240,915,2015,1413,599,661608,3627,3.1685
28,64,64,LogGRF,10031002,ts,4111,NWC,86066609519,2790,41,2711,244,866,1594,1144,448,408115,3738,2.3609
28,64,64,LogGRF,10031004,ts,4111,NWC,68362963876,3589,42,3509,272,991,2238,1615,620,590701,4098,3.379
28,64,64,LogGRF,10031005,ts,4111,NWC,40780476849,2784,42,2703,228,824,1645,1134,509,474610,3453,5.8104
28,64,64,LogGRF,10031006,ts,4111,NWC,11085002307,1611,42,1531,101,406,1021,671,350,358076,1436,22.2417
28,64,64,LogGRF,10031007,ts,4111,NWC,30797181126,3292,42,3212,287,990,1927,1361,564,533073,4337,7.8818
28,64,64,LogGRF,10031008,ts,4111,NWC,56862317167,3123,42,3043,257,916,1863,1310,550,510744,3896,4.6285
28,64,64,LogGRF,10031009,ts,4111,NWC,31959267346,4803,42,4724,423,1422,2868,2018,846,782510,6278,7.348
